Date	Open	High	Low	Close	Volume	Market Cap
Mar 20, 2017	0.006915	0.007112	0.006761	0.006975	3,423,710	258,208,000
Mar 19, 2017	0.006736	0.007198	0.006556	0.006912	4,241,970	251,511,000
Mar 18, 2017	0.006137	0.007396	0.006118	0.006710	7,223,300	229,142,000
Mar 17, 2017	0.006406	0.006406	0.005970	0.006116	3,442,010	239,193,000
Mar 16, 2017	0.006319	0.006409	0.006213	0.006394	3,860,210	235,622,000
Mar 15, 2017	0.006370	0.006500	0.006301	0.006314	1,376,090	237,552,000
Mar 14, 2017	0.006346	0.006406	0.006277	0.006381	1,358,830	236,634,000
Mar 13, 2017	0.006271	0.006429	0.006156	0.006385	2,561,890	233,853,000
Mar 12, 2017	0.006214	0.006313	0.006086	0.006255	1,531,030	231,721,000
Mar 11, 2017	0.006229	0.006383	0.006130	0.006238	1,818,590	232,266,000
Mar 10, 2017	0.006503	0.006546	0.006050	0.006227	3,144,440	242,488,000
Mar 09, 2017	0.006485	0.006606	0.006423	0.006498	2,064,660	242,570,000
Mar 08, 2017	0.006551	0.006776	0.006363	0.006509	3,432,500	245,051,000
Mar 07, 2017	0.006057	0.006577	0.005974	0.006534	2,901,920	226,570,000
Mar 06, 2017	0.006129	0.006221	0.006047	0.006057	1,023,500	229,280,000
Mar 05, 2017	0.006290	0.006389	0.006129	0.006129	1,044,760	235,301,000
Mar 04, 2017	0.006354	0.006497	0.006278	0.006299	1,372,440	237,670,000
Mar 03, 2017	0.005988	0.006346	0.005968	0.006339	2,703,850	224,009,000
Mar 02, 2017	0.005419	0.006217	0.005408	0.005991	3,811,500	201,301,000
Mar 01, 2017	0.005525	0.005547	0.005372	0.005408	1,630,460	205,222,000
Feb 28, 2017	0.005608	0.005631	0.005438	0.005536	1,693,350	208,297,000
Feb 27, 2017	0.005665	0.005696	0.005608	0.005609	641,126	210,425,000
Feb 26, 2017	0.005664	0.005733	0.005651	0.005671	258,373	210,392,000
Feb 25, 2017	0.005700	0.005743	0.005628	0.005665	684,577	211,712,000
Feb 24, 2017	0.005883	0.005919	0.005644	0.005701	1,343,690	218,525,000
Feb 23, 2017	0.005856	0.005943	0.005798	0.005895	750,533	216,920,000
Feb 22, 2017	0.005849	0.005887	0.005817	0.005860	500,712	216,670,000
Feb 21, 2017	0.005871	0.005909	0.005735	0.005832	653,081	217,476,000
Feb 20, 2017	0.005879	0.005949	0.005740	0.005873	880,117	217,802,000
Feb 19, 2017	0.005589	0.005892	0.005570	0.005878	896,856	207,033,000
Feb 18, 2017	0.005949	0.006014	0.005427	0.005569	1,866,850	220,370,000
Feb 17, 2017	0.005939	0.006095	0.005872	0.005935	1,160,600	220,014,000
Feb 16, 2017	0.006138	0.006244	0.005988	0.006027	1,355,840	227,363,000
Feb 15, 2017	0.006279	0.006302	0.006095	0.006147	813,299	232,611,000
Feb 14, 2017	0.006240	0.006352	0.006240	0.006278	671,150	231,161,000
Feb 13, 2017	0.006267	0.006338	0.006228	0.006251	462,843	232,161,000
Feb 12, 2017	0.006329	0.006364	0.006269	0.006269	230,479	234,436,000
Feb 11, 2017	0.006290	0.006395	0.006273	0.006333	334,607	232,996,000
Feb 10, 2017	0.006367	0.006700	0.006192	0.006289	808,768	235,873,000
Feb 09, 2017	0.006433	0.006484	0.006193	0.006374	1,700,680	237,091,000
Feb 08, 2017	0.006407	0.007833	0.006402	0.006438	860,217	236,123,000
Feb 07, 2017	0.006437	0.006509	0.006378	0.006407	945,440	237,240,000
Feb 06, 2017	0.006439	0.006494	0.006397	0.006450	386,766	237,318,000
Feb 05, 2017	0.006494	0.006563	0.006403	0.006442	367,001	239,337,000
Feb 04, 2017	0.006487	0.006528	0.006429	0.006492	314,187	239,094,000
Feb 03, 2017	0.006466	0.006510	0.006401	0.006474	548,263	238,302,000
Feb 02, 2017	0.006540	0.006630	0.006381	0.006469	670,888	241,026,000
Feb 01, 2017	0.006311	0.006642	0.006249	0.006540	1,836,820	232,609,000
